support_item_number,support_item_name,jurisdiction,price,unit,effective_start,effective_end,schedule,table
01_066_0115_1_1,Unplanned onsite shared supports in Specialist Disability Accommodation,Very Remote,"$2,424.39",Week,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 1
01_450_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_450_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_450_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_451_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_451_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_451_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_452_0107_1_1,Intensive and Complex Behaviour Supports - Saturday,National,$112.01,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_452_0107_1_1,Intensive and Complex Behaviour Supports - Saturday,Remote,$156.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_452_0107_1_1,Intensive and Complex Behaviour Supports - Saturday,Very Remote,$168.02,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_453_0107_1_1,Intensive and Complex Behaviour Supports - Sunday,National,$144.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_453_0107_1_1,Intensive and Complex Behaviour Supports - Sunday,Remote,$202.19,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_453_0107_1_1,Intensive and Complex Behaviour Supports - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_454_0107_1_1,Intensive and Complex Behaviour Supports - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_454_0107_1_1,Intensive and Complex Behaviour Supports - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_454_0107_1_1,Intensive and Complex Behaviour Supports - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_455_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Night,National,$89.32,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_455_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Night,Remote,$125.05,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_455_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Night,Very Remote,$133.98,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_400_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_400_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_400_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_401_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_401_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_401_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_402_0104_1_1,Assistance With Self-Care Activities - High Intensity - Saturday,National,$112.01,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_402_0104_1_1,Assistance With Self-Care Activities - High Intensity - Saturday,Remote,$156.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_402_0104_1_1,Assistance With Self-Care Activities - High Intensity - Saturday,Very Remote,$168.02,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_403_0104_1_1,Assistance With Self-Care Activities - High Intensity - Sunday,National,$144.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_403_0104_1_1,Assistance With Self-Care Activities - High Intensity - Sunday,Remote,$202.19,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_403_0104_1_1,Assistance With Self-Care Activities - High Intensity - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_404_0104_1_1,Assistance With Self-Care Activities - High Intensity - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_404_0104_1_1,Assistance With Self-Care Activities - High Intensity - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_404_0104_1_1,Assistance With Self-Care Activities - High Intensity - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_405_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Night,National,$89.32,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_405_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Night,Remote,$125.05,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_405_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Night,Very Remote,$133.98,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_252_0115_1_1,Short Term Accommodation - High Intensity - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_252_0115_1_1,Short Term Accommodation - High Intensity - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_252_0115_1_1,Short Term Accommodation - High Intensity - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_253_0115_1_1,Short Term Accommodation - High Intensity - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_253_0115_1_1,Short Term Accommodation - High Intensity - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_253_0115_1_1,Short Term Accommodation - High Intensity - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_254_0115_1_1,Short Term Accommodation - High Intensity - Weekday Night,National,$89.32,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_254_0115_1_1,Short Term Accommodation - High Intensity - Weekday Night,Remote,$125.05,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_254_0115_1_1,Short Term Accommodation - High Intensity - Weekday Night,Very Remote,$133.98,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_255_0115_1_1,Short Term Accommodation - High Intensity - Saturday,National,$112.01,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_255_0115_1_1,Short Term Accommodation - High Intensity - Saturday,Remote,$156.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_255_0115_1_1,Short Term Accommodation - High Intensity - Saturday,Very Remote,$168.02,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_256_0115_1_1,Short Term Accommodation - High Intensity - Sunday,National,$144.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_256_0115_1_1,Short Term Accommodation - High Intensity - Sunday,Remote,$202.19,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_256_0115_1_1,Short Term Accommodation - High Intensity - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_257_0115_1_1,Short Term Accommodation - High Intensity - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_257_0115_1_1,Short Term Accommodation - High Intensity - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_257_0115_1_1,Short Term Accommodation - High Intensity - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_450_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_450_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_450_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_451_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_451_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_451_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_452_0115_1_1,Intensive and Complex Behaviour Supports - Saturday,National,$112.01,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_452_0115_1_1,Intensive and Complex Behaviour Supports - Saturday,Remote,$156.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_452_0115_1_1,Intensive and Complex Behaviour Supports - Saturday,Very Remote,$168.02,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_453_0115_1_1,Intensive and Complex Behaviour Supports - Sunday,National,$144.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_453_0115_1_1,Intensive and Complex Behaviour Supports - Sunday,Remote,$202.19,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_453_0115_1_1,Intensive and Complex Behaviour Supports - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_454_0115_1_1,Intensive and Complex Behaviour Supports - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_454_0115_1_1,Intensive and Complex Behaviour Supports - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_454_0115_1_1,Intensive and Complex Behaviour Supports - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_455_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Night,National,$89.32,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_455_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Night,Remote,$125.05,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_455_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Night,Very Remote,$133.98,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_811_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_811_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_811_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_812_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_812_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_812_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
