support_item_number,support_item_name,unit,national_2026_27,remote_2026_27,very_remote_2026_27,price_type_2026_27,effective_start,effective_end,schedule,table
05_801288834_0103_1_2,Flexible AT Package - For Changing Need,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
01_003_0107_1_1,Assistance From Live-In Carer,Hour,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Labour Based Quotable Supports
01_017_0107_1_1,On-Call Overnight Monitoring-Off Site or Onsite (Includes 1 hour of assistance),Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Labour Based Quotable Supports
01_021_0120_1_1,Linen Service,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Labour Based Quotable Supports
01_026_0115_1_1,Assistance In Living Arrangements (Host Family/Alternative Family Situation),Day,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Labour Based Quotable Supports
01_027_0115_1_1,Assistance In A Shared Living Arrangement,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Labour Based Quotable Supports
01_046_0115_1_1,Assistance In Individual Living Arrangement For Person With Complex Needs,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Labour Based Quotable Supports
01_851_0115_1_1,Individualised Living Options - Support Model,Week,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Labour Based Quotable Supports
02_050_0108_1_1,Specialised Transport To School/Educational Facility/Employment/Community,Day,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Labour Based Quotable Supports
15_046_0129_1_3,Specialised Driver Training,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Labour Based Quotable Supports
03_040000111_0103_1_1,Disability-Related Health Consumables - High Cost,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Consumables
05_061800121_0135_1_2,Prosthesis - Upper Limb (Including Powered),Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_062200921_0135_1_2,Prosthesis - Osseo-Integration Mounting (Upper or Lower) - Additional Cost,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_062409121_0135_1_2,Prosthesis - Transtibial or Lower,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_062415121_0135_1_2,Prosthesis - Transfemoral or Higher,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_062488034_0135_1_2,Prosthesis - Lower Limb - Not Defined,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_062488121_0135_1_2,Prosthesis - Specialist Lower Limb For Sports,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_062490191_0135_1_2,Prosthesis - For Wet Area Use (i.e. waterproofing) - Additional Cost,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_121227121_0109_1_2,Vehicle Modification - Chassis/Body work - For Wheelchair Passenger,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_121227221_0109_1_2,Vehicle Modification - Chassis/Body work - For Wheelchair Seated Driver,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_121805111_0112_1_2,Bicycle - Adapted FOR Hand Propulsion,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_122306139_0105_1_2,Wheelchair - Powered - With Powered Standing Mechanism,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_122306191_0105_1_2,Wheelchair - Powered - All Terrain/Heavy Duty Base (WITHOUT Seating),Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_241303121_0123_1_2,Environmental Control (Ecu)/ Safety-Related Products,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_500624305_0135_1_2,Repairs and Maintenance - Prosthesis - Major,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_501200308_0105_1_2,Repairs and Maintenance - Wheeled Mobility Major,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
05_900101111_0130_1_2,Assistance Animal - Dog Guide,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,High Cost Assistive Technology
06_123615401_0111_2_2,HM - Ceiling Hoist,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
06_182488377_0111_2_2,HM - Bathroom/Toilet - Structural work,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
06_182488378_0111_2_2,HM - Kitchen or Laundry - Structural Work,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
06_182490112_0111_2_2,HM - Building Works Project Management,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
06_182495121_0111_2_2,CHM - Deposit,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
06_182495221_0111_2_2,CHM - Progress Stage,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
06_182495321_0111_2_2,CHM - Practical Completion,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
06_182495421_0111_2_2,HM - Certification and Compliance Approval,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
06_183003384_0111_2_2,HM - Elevator,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
06_183010387_0111_2_2,HM - Stair Climber or Stair / Platform Lift,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
06_183018405_0111_2_2,HM - Ramp - Structural,Each,,,,quotable,2026-07-01,2027-06-30,Schedule 10: Quotable Supports,Higher Cost or Complexity Home Modifications
