support_item_number,support_item_name,jurisdiction,price,unit,quote,start_date_iso,end_date_iso,type
01_049_0107_1_1,Establishment Fee For Personal Care/Participation,TAS,$702.30,E,No,2025-07-01,9999-12-31,Price Limited Supports
01_049_0107_1_1,Establishment Fee For Personal Care/Participation,VIC,$702.30,E,No,2025-07-01,9999-12-31,Price Limited Supports
01_049_0107_1_1,Establishment Fee For Personal Care/Participation,WA,$702.30,E,No,2025-07-01,9999-12-31,Price Limited Supports
01_049_0107_1_1,Establishment Fee For Personal Care/Participation,Remote,$983.22,E,No,2025-07-01,9999-12-31,Price Limited Supports
01_049_0107_1_1,Establishment Fee For Personal Care/Participation,Very Remote,$1,E,No,2025-07-01,9999-12-31,Price Limited Supports
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,ACT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,NSW,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,NT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,QLD,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,SA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,TAS,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,VIC,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,WA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,Very Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,ACT,$860.39,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,NSW,$860.39,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,NT,$860.39,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,QLD,$860.39,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,SA,$860.39,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,TAS,$860.39,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,VIC,$860.39,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,WA,$860.39,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,Very Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,ACT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,NSW,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,NT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,QLD,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,SA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,TAS,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,VIC,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,WA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,Very Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,ACT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,NSW,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,NT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,QLD,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,SA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,TAS,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,VIC,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,WA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,Very Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,ACT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,NSW,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,NT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,QLD,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,SA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,TAS,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,VIC,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,WA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,Very Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,ACT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,NSW,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,NT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,QLD,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,SA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,TAS,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,VIC,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,WA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,Remote,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,Very Remote,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,ACT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,NSW,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,NT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,QLD,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,SA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,TAS,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,VIC,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,WA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,Remote,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,Very Remote,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,ACT,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,NSW,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,NT,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,QLD,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,SA,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,TAS,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,VIC,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,WA,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,Remote,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,Very Remote,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,ACT,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,NSW,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,NT,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,QLD,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,SA,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,TAS,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,VIC,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,WA,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,Remote,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,Very Remote,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,ACT,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,NSW,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,NT,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,QLD,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,SA,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,TAS,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,VIC,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,WA,$2,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,Remote,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,Very Remote,$4,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,ACT,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,NSW,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,NT,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,QLD,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,SA,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,TAS,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,VIC,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,WA,$3,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,Remote,$4,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,Very Remote,$5,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,ACT,$4,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,NSW,$4,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,NT,$4,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,QLD,$4,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,SA,$4,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,TAS,$4,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,VIC,$4,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,WA,$4,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,Remote,$5,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,Very Remote,$6,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,ACT,$872.06,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,NSW,$872.06,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,NT,$872.06,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,QLD,$872.06,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,SA,$872.06,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,TAS,$872.06,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,VIC,$872.06,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,WA,$872.06,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,Very Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,ACT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,NSW,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,NT,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,QLD,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,SA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,TAS,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,VIC,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,WA,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,Very Remote,$1,D,No,2025-07-01,9999-12-31,Price Limited Supports
